2023-02-17-0188 40 4 1
2023-02-17-0189 20 2 1
2023-02-17-0190 40 4 7
2023-02-17-0191 20 2 4
2023-02-17-0192 40 4 15
2023-02-17-0193 40 4 6
2023-02-17-0194 20 2 12
2023-02-17-0195 20 2 18
2023-02-17-0196 20 2 1
2023-02-17-0197 20 2 13
2023-02-17-0198 40 4 9
2023-02-17-0199 20 2 3
2023-02-17-0200 20 2 19
2023-02-17-0201 40 4 4
2023-02-17-0202 20 2 17
2023-02-17-0203 40 4 6
2023-02-17-0204 40 4 14
2023-02-17-0205 20 2 11
2023-02-17-0206 20 2 15
2023-02-17-0207 20 2 11
2023-02-17-0208 40 4 20
2023-02-17-0209 40 4 18
2023-02-17-0210 40 4 11
2023-02-17-0211 20 2 18
2023-02-17-0212 20 2 6
2023-02-17-0213 20 2 20
2023-02-17-0214 40 4 7
2023-02-17-0215 20 2 0
2023-02-17-0216 20 2 9
2023-02-17-0217 20 2 8
2023-02-17-0218 20 2 17
2023-02-17-0219 40 4 20
2023-02-17-0220 40 4 22
2023-02-17-0221 20 2 13
2023-02-17-0222 20 2 5
2023-02-17-0223 20 2 20
2023-02-17-0224 20 2 0
2023-02-17-0225 40 4 18
2023-02-17-0226 40 4 1
2023-02-17-0227 20 2 12
2023-02-17-0228 40 4 0
2023-02-17-0229 20 2 12
2023-02-17-0230 40 4 10
2023-02-17-0231 40 4 20
2023-02-17-0232 40 4 9
2023-02-17-0233 40 4 19
2023-02-17-0234 20 2 16
2023-02-17-0235 40 4 7
2023-02-17-0236 20 2 1
2023-02-17-0237 20 2 19
2023-02-17-0238 20 2 3
2023-02-17-0239 40 4 7
2023-02-17-0240 40 4 10
2023-02-17-0241 20 2 16
2023-02-17-0242 20 2 0
2023-02-17-0243 40 4 10
2023-02-17-0244 20 2 11
2023-02-17-0245 40 4 4
2023-02-17-0246 40 4 16
2023-02-17-0247 20 2 2
2023-02-17-0248 20 2 0
2023-02-17-0249 20 2 13
2023-02-17-0250 20 2 10
2023-02-17-0251 40 4 3
2023-02-17-0252 20 2 15
2023-02-17-0253 40 4 8
2023-02-17-0254 20 2 14
2023-02-17-0255 40 4 7
2023-02-17-0256 20 2 6
2023-02-17-0257 40 4 5
2023-02-17-0258 20 2 13
2023-02-17-0259 40 4 21
2023-02-17-0260 40 4 17
2023-02-17-0261 40 4 13
2023-02-17-0262 20 2 7
2023-02-17-0263 20 2 15
2023-02-17-0264 40 4 6
2023-02-17-0265 40 4 16
2023-02-17-0266 40 4 7
2023-02-17-0267 40 4 13
2023-02-17-0268 20 2 4
2023-02-17-0269 40 4 18
2023-02-17-0270 40 4 9
2023-02-17-0271 20 2 10
2023-02-17-0272 20 2 5
2023-02-17-0273 40 4 10
2023-02-17-0274 20 2 11
2023-02-17-0275 40 4 22
2023-02-17-0276 40 4 13
2023-02-17-0277 20 2 18
2023-02-17-0278 20 2 1
2023-02-17-0279 20 2 5
2023-02-17-0280 20 2 8
2023-02-17-0281 20 2 8
2023-02-17-0282 20 2 1
2023-02-17-0283 20 2 7
2023-02-17-0284 40 4 13
2023-02-17-0285 20 2 3
2023-02-17-0286 40 4 17
2023-02-17-0287 40 4 1
2023-02-17-0288 20 2 3
2023-02-17-0289 20 2 7
2023-02-17-0290 20 2 1
2023-02-17-0291 20 2 10
2023-02-17-0292 40 4 3
2023-02-17-0293 40 4 7
2023-02-17-0294 40 4 22
2023-02-17-0295 40 4 9
2023-02-17-0296 40 4 12
2023-02-17-0297 40 4 14
2023-02-17-0298 40 4 9
2023-02-17-0299 20 2 13
2023-02-17-0300 20 2 20
2023-02-17-0301 40 4 8
2023-02-17-0302 20 2 19
2023-02-17-0303 20 2 11
2023-02-17-0304 20 2 5
2023-02-17-0305 20 2 18
2023-02-17-0306 20 2 11
2023-02-17-0307 40 4 0
2023-02-17-0308 40 4 0
2023-02-17-0309 40 4 3
2023-02-17-0310 20 2 2
2023-02-17-0311 40 4 4
2023-02-17-0312 20 2 3
2023-02-17-0313 40 4 3
2023-02-17-0314 40 4 19
2023-02-17-0315 40 4 2
2023-02-17-0316 20 2 1
2023-02-17-0317 40 4 19
2023-02-17-0318 40 4 7
2023-02-17-0319 20 2 11
2023-02-17-0320 20 2 17
2023-02-17-0321 20 2 14
2023-02-17-0322 40 4 14
2023-02-17-0323 20 2 14
2023-02-17-0324 40 4 20
2023-02-17-0325 20 2 2
2023-02-17-0326 40 4 5
2023-02-17-0327 40 4 3
2023-02-17-0328 40 4 17
2023-02-17-0329 40 4 14
2023-02-17-0330 20 2 15
2023-02-17-0331 40 4 10
2023-02-17-0332 40 4 0
2023-02-17-0333 40 4 10
2023-02-17-0334 40 4 9
2023-02-17-0335 40 4 14
2023-02-17-0336 20 2 19
2023-02-17-0337 40 4 17
2023-02-17-0338 40 4 2
2023-02-17-0339 40 4 11
2023-02-17-0340 40 4 13
2023-02-17-0341 40 4 19
2023-02-17-0342 40 4 8
2023-02-17-0343 40 4 3
2023-02-17-0344 40 4 7
2023-02-17-0345 20 2 9
2023-02-17-0346 40 4 12
2023-02-17-0347 40 4 18
2023-02-17-0348 40 4 2
2023-02-17-0349 20 2 8
2023-02-17-0350 40 4 8
2023-02-17-0351 20 2 13
2023-02-17-0352 40 4 12
2023-02-17-0353 40 4 6
2023-02-17-0354 20 2 17
2023-02-17-0355 20 2 5
2023-02-17-0356 40 4 20
2023-02-17-0357 40 4 11
2023-02-17-0358 20 2 11
2023-02-17-0359 20 2 12
2023-02-17-0360 20 2 20
2023-02-17-0361 20 2 4
2023-02-17-0362 40 4 18
2023-02-17-0363 40 4 8
2023-02-17-0364 20 2 5
2023-02-17-0365 40 4 1
2023-02-17-0366 20 2 9
2023-02-17-0367 20 2 5
2023-02-17-0368 40 4 3
2023-02-17-0369 40 4 12
2023-02-17-0370 20 2 20
2023-02-17-0371 20 2 0
2023-02-17-0372 40 4 3
2023-02-17-0373 20 2 14
2023-02-17-0374 40 4 2
2023-02-17-0375 20 2 17
2023-02-17-0376 40 4 18
2023-02-17-0377 20 2 5
2023-02-17-0378 20 2 6
2023-02-17-0379 20 2 18
2023-02-17-0380 20 2 5
2023-02-17-0381 40 4 0
2023-02-17-0382 40 4 12
2023-02-17-0383 40 4 2
2023-02-17-0384 20 2 2
2023-02-17-0385 40 4 17
2023-02-17-0386 40 4 5
2023-02-17-0387 40 4 16
2023-02-17-0388 20 2 8
2023-02-17-0389 20 2 12
2023-02-17-0390 40 4 2
2023-02-17-0391 20 2 8
2023-02-17-0392 40 4 3
2023-02-17-0393 40 4 16
2023-02-17-0394 40 4 2
2023-02-17-0395 20 2 8
2023-02-17-0396 40 4 19
2023-02-17-0397 20 2 14
2023-02-17-0398 20 2 7
2023-02-17-0399 20 2 2
2023-02-17-0400 40 4 9
2023-02-17-0401 40 4 22
2023-02-17-0402 20 2 7
2023-02-17-0403 20 2 9
2023-02-17-0404 40 4 5
2023-02-17-0405 20 2 4
2023-02-17-0406 40 4 17
2023-02-17-0407 20 2 8
2023-02-17-0408 20 2 18
2023-02-17-0409 20 2 11
2023-02-17-0410 40 4 7
2023-02-17-0411 40 4 18
2023-02-17-0412 40 4 3
2023-02-17-0413 20 2 0
2023-02-17-0414 20 2 11
2023-02-17-0415 20 2 20
2023-02-17-0416 20 2 16
2023-02-17-0417 40 4 7
2023-02-17-0418 40 4 1
2023-02-17-0419 40 4 15
2023-02-17-0420 20 2 13
2023-02-17-0421 40 4 5
2023-02-17-0422 20 2 14
2023-02-17-0423 20 2 18
2023-02-17-0424 20 2 12
2023-02-17-0425 20 2 4
2023-02-17-0426 20 2 20
2023-02-17-0427 20 2 19
2023-02-17-0428 20 2 5
2023-02-17-0429 20 2 1
2023-02-17-0430 20 2 2
2023-02-17-0431 40 4 4
2023-02-17-0432 40 4 15
2023-02-17-0433 40 4 11
2023-02-17-0434 20 2 16
2023-02-17-0435 40 4 14
2023-02-17-0436 40 4 14
2023-02-17-0437 20 2 3
2023-02-17-0438 20 2 16
2023-02-17-0439 20 2 6
2023-02-17-0440 20 2 8
2023-02-17-0441 40 4 0
2023-02-17-0442 40 4 9
2023-02-17-0443 20 2 3
2023-02-17-0444 20 2 4
2023-02-17-0445 40 4 0
2023-02-17-0446 20 2 15
2023-02-17-0447 20 2 15
2023-02-17-0448 20 2 17
2023-02-17-0449 20 2 1
2023-02-17-0450 40 4 22
2023-02-17-0451 20 2 13
2023-02-17-0452 20 2 3
2023-02-17-0453 20 2 4
2023-02-17-0454 40 4 6
2023-02-17-0455 20 2 13
2023-02-17-0456 20 2 12
2023-02-17-0457 20 2 10
2023-02-17-0458 40 4 11
2023-02-17-0459 20 2 7
2023-02-17-0460 20 2 19
2023-02-17-0461 40 4 15
2023-02-17-0462 40 4 20
2023-02-17-0463 20 2 16
2023-02-17-0464 20 2 6
2023-02-17-0465 40 4 0
2023-02-17-0466 40 4 13
2023-02-17-0467 20 2 0
2023-02-17-0468 40 4 12
2023-02-17-0469 20 2 1
2023-02-17-0470 40 4 15
2023-02-17-0471 40 4 13
2023-02-17-0472 20 2 14
2023-02-17-0473 20 2 6
2023-02-17-0474 20 2 20
2023-02-17-0475 20 2 18
2023-02-17-0476 20 2 7
2023-02-17-0477 40 4 7
2023-02-17-0478 40 4 17
2023-02-17-0479 20 2 9
2023-02-17-0480 40 4 18
2023-02-17-0481 20 2 19
2023-02-17-0482 20 2 17
2023-02-17-0483 20 2 5
2023-02-17-0484 20 2 1
2023-02-17-0485 20 2 2
2023-02-17-0486 20 2 18
2023-02-17-0487 20 2 14
2023-02-17-0488 20 2 1
2023-02-17-0489 40 4 0
2023-02-17-0490 40 4 0
2023-02-17-0491 40 4 20
2023-02-17-0492 20 2 13
2023-02-17-0493 20 2 19
2023-02-17-0494 20 2 9
2023-02-17-0495 20 2 17
2023-02-17-0496 20 2 10
2023-02-17-0497 20 2 17
2023-02-17-0498 40 4 18
2023-02-17-0499 20 2 16
2023-02-17-0500 40 4 13
2023-02-17-0501 40 4 17
2023-02-17-0502 40 4 20
2023-02-17-0503 20 2 20
2023-02-17-0504 20 2 0
2023-02-17-0505 40 4 12
2023-02-17-0506 20 2 3
2023-02-17-0507 40 4 19
2023-02-17-0508 20 2 7
2023-02-17-0509 40 4 14
2023-02-17-0510 20 2 0
2023-02-17-0511 40 4 4
2023-02-17-0512 40 4 12
2023-02-17-0513 40 4 9
2023-02-17-0514 40 4 0
2023-02-17-0515 20 2 8
2023-02-17-0516 20 2 20
2023-02-17-0517 40 4 17
2023-02-17-0518 20 2 19
2023-02-17-0519 40 4 9
2023-02-17-0520 40 4 14
2023-02-17-0521 20 2 4
2023-02-17-0522 40 4 2
2023-02-17-0523 40 4 10
2023-02-17-0524 20 2 12
2023-02-17-0525 40 4 10
2023-02-17-0526 40 4 2
2023-02-17-0527 20 2 0
2023-02-17-0528 20 2 11
2023-02-17-0529 20 2 20
2023-02-17-0530 20 2 17
2023-02-17-0531 40 4 1
2023-02-17-0532 40 4 13
2023-02-17-0533 20 2 16
2023-02-17-0534 40 4 13
2023-02-17-0535 40 4 14
2023-02-17-0536 40 4 4
2023-02-17-0537 40 4 21
2023-02-17-0538 40 4 18
2023-02-17-0539 40 4 7
2023-02-17-0540 40 4 2
2023-02-17-0541 40 4 15
2023-02-17-0542 20 2 19
2023-02-17-0543 40 4 18
2023-02-17-0544 40 4 2
2023-02-17-0545 40 4 15
2023-02-17-0546 20 2 2
2023-02-17-0547 20 2 20
2023-02-17-0548 40 4 4
2023-02-17-0549 20 2 10
2023-02-17-0550 20 2 7
2023-02-17-0551 40 4 10
2023-02-17-0552 20 2 7
2023-02-17-0553 20 2 5
2023-02-17-0554 40 4 3
2023-02-17-0555 40 4 6
2023-02-17-0556 40 4 18
2023-02-17-0557 20 2 9
2023-02-17-0558 40 4 14
2023-02-17-0559 20 2 5
2023-02-17-0560 20 2 0
2023-02-17-0561 40 4 11
2023-02-17-0562 40 4 19
2023-02-17-0563 20 2 7
2023-02-17-0564 20 2 19
2023-02-17-0565 20 2 7
2023-02-17-0566 20 2 0
2023-02-17-0567 20 2 13
2023-02-17-0568 20 2 16
2023-02-17-0569 40 4 22
2023-02-17-0570 20 2 6
2023-02-17-0571 20 2 3
2023-02-17-0572 40 4 4
2023-02-17-0573 20 2 0
2023-02-17-0574 20 2 3
2023-02-17-0575 20 2 6
2023-02-17-0576 40 4 19
2023-02-17-0577 20 2 8
2023-02-17-0578 20 2 0
2023-02-17-0579 40 4 13
2023-02-17-0580 20 2 17
2023-02-17-0581 40 4 12
2023-02-17-0582 20 2 20
2023-02-17-0583 20 2 19
2023-02-17-0584 40 4 22
2023-02-17-0585 20 2 9
2023-02-17-0586 40 4 9
2023-02-17-0587 40 4 20
2023-02-17-0588 20 2 0
2023-02-17-0589 20 2 7
2023-02-17-0590 20 2 18
2023-02-17-0591 40 4 13
2023-02-17-0592 40 4 21
2023-02-17-0593 40 4 19
2023-02-17-0594 40 4 20
2023-02-17-0595 40 4 14
2023-02-17-0596 20 2 20
2023-02-17-0597 40 4 18
2023-02-17-0598 40 4 0
2023-02-17-0599 40 4 15
2023-02-17-0600 20 2 13
2023-02-17-0601 40 4 9
2023-02-17-0602 20 2 7
2023-02-17-0603 20 2 4
2023-02-17-0604 20 2 1
2023-02-17-0605 40 4 4
2023-02-17-0606 20 2 0
2023-02-17-0607 40 4 18
2023-02-17-0608 20 2 17
2023-02-17-0609 20 2 11
2023-02-17-0610 40 4 13
2023-02-17-0611 20 2 10
2023-02-17-0612 20 2 19
2023-02-17-0613 20 2 13
2023-02-17-0614 40 4 16
2023-02-17-0615 20 2 5
2023-02-17-0616 20 2 6
2023-02-17-0617 40 4 1
2023-02-17-0618 20 2 18
2023-02-17-0619 40 4 16
2023-02-17-0620 20 2 14
2023-02-17-0621 20 2 5
2023-02-17-0622 40 4 15
2023-02-17-0623 40 4 22
2023-02-17-0624 20 2 4
2023-02-17-0625 40 4 17
2023-02-17-0626 40 4 8
2023-02-17-0627 40 4 14
2023-02-17-0628 40 4 2
2023-02-17-0629 40 4 11
2023-02-17-0630 40 4 19
2023-02-17-0631 40 4 6
2023-02-17-0632 40 4 10
2023-02-17-0633 20 2 0
2023-02-17-0634 40 4 2
2023-02-17-0635 20 2 19
2023-02-17-0636 20 2 19
2023-02-17-0637 40 4 15
2023-02-17-0638 20 2 14
2023-02-17-0639 20 2 5
2023-02-17-0640 40 4 13
2023-02-17-0641 20 2 10
2023-02-17-0642 20 2 18
2023-02-17-0643 20 2 0
2023-02-17-0644 20 2 16
2023-02-17-0645 20 2 0
2023-02-17-0646 20 2 4
2023-02-17-0647 40 4 18
2023-02-17-0648 40 4 6
2023-02-17-0649 40 4 2
2023-02-17-0650 40 4 22
2023-02-17-0651 20 2 16
2023-02-17-0652 20 2 9
2023-02-17-0653 40 4 1
2023-02-17-0654 40 4 12
2023-02-17-0655 20 2 9
2023-02-17-0656 20 2 18
2023-02-17-0657 20 2 2
2023-02-17-0658 40 4 22
2023-02-17-0659 20 2 0
2023-02-17-0660 40 4 2
2023-02-17-0661 20 2 13
2023-02-17-0662 20 2 13
2023-02-17-0663 40 4 7
2023-02-17-0664 20 2 17
2023-02-17-0665 40 4 18
2023-02-17-0666 40 4 16
2023-02-17-0667 40 4 2
2023-02-17-0668 20 2 3
2023-02-17-0669 40 4 12
2023-02-17-0670 40 4 4
2023-02-17-0671 20 2 12
2023-02-17-0672 20 2 15
2023-02-17-0673 40 4 5
2023-02-17-0674 40 4 17
2023-02-17-0675 40 4 13
2023-02-17-0676 40 4 19
2023-02-17-0677 40 4 8
2023-02-17-0678 20 2 14
2023-02-17-0679 40 4 18
2023-02-17-0680 20 2 16
2023-02-17-0681 40 4 18
2023-02-17-0682 40 4 22
2023-02-17-0683 40 4 21
2023-02-17-0684 20 2 2
2023-02-17-0685 20 2 8
2023-02-17-0686 20 2 9
2023-02-17-0687 20 2 20
2023-02-17-0688 40 4 3
2023-02-17-0689 20 2 5
2023-02-17-0690 40 4 15
2023-02-17-0691 20 2 7
2023-02-17-0692 40 4 13
2023-02-17-0693 20 2 3
2023-02-17-0694 20 2 13
2023-02-17-0695 40 4 1
2023-02-17-0696 40 4 20
2023-02-17-0697 40 4 1
2023-02-17-0698 40 4 14
2023-02-17-0699 20 2 15
2023-02-17-0700 40 4 5
2023-02-17-0701 40 4 2
2023-02-17-0702 40 4 1
2023-02-17-0703 40 4 8
2023-02-17-0704 20 2 3
2023-02-17-0705 40 4 21
2023-02-17-0706 20 2 8
2023-02-17-0707 40 4 19
2023-02-17-0708 40 4 10
2023-02-17-0709 20 2 13
2023-02-17-0710 40 4 6
2023-02-17-0711 20 2 13
2023-02-17-0712 20 2 16
2023-02-17-0713 40 4 12
2023-02-17-0714 40 4 19
2023-02-17-0715 20 2 16
2023-02-17-0716 40 4 22
2023-02-17-0717 20 2 11
2023-02-17-0718 20 2 20
2023-02-17-0719 20 2 16
2023-02-17-0720 40 4 13
2023-02-17-0721 20 2 5
2023-02-17-0722 40 4 9
2023-02-17-0723 20 2 8
2023-02-17-0724 40 4 21
2023-02-17-0725 20 2 6
2023-02-17-0726 40 4 19
2023-02-17-0727 40 4 12
2023-02-17-0728 20 2 20
2023-02-17-0729 40 4 15
2023-02-17-0730 40 4 20
2023-02-17-0731 40 4 19
2023-02-17-0732 40 4 19
2023-02-17-0733 20 2 17
2023-02-17-0734 20 2 3
2023-02-17-0735 40 4 0
2023-02-17-0736 20 2 5
2023-02-17-0737 20 2 9
2023-02-17-0738 40 4 18
2023-02-17-0739 20 2 9
2023-02-17-0740 20 2 19
2023-02-17-0741 40 4 22
2023-02-17-0742 40 4 1
2023-02-17-0743 20 2 18
2023-02-17-0744 40 4 8
2023-02-17-0745 20 2 6
2023-02-17-0746 40 4 20
2023-02-17-0747 20 2 16
2023-02-17-0748 20 2 12
2023-02-17-0749 20 2 4
2023-02-17-0750 20 2 1
2023-02-17-0751 40 4 5
2023-02-17-0752 40 4 12
2023-02-17-0753 40 4 11
2023-02-17-0754 40 4 6
2023-02-17-0755 40 4 11
2023-02-17-0756 20 2 5
2023-02-17-0757 20 2 1
2023-02-17-0758 20 2 20
2023-02-17-0759 20 2 0
2023-02-17-0760 40 4 15
2023-02-17-0761 20 2 16
2023-02-17-0762 20 2 9
2023-02-17-0763 40 4 2
2023-02-17-0764 40 4 9
2023-02-17-0765 40 4 11
2023-02-17-0766 20 2 4
2023-02-17-0767 40 4 5
2023-02-17-0768 40 4 3
2023-02-17-0769 40 4 21
2023-02-17-0770 20 2 1
2023-02-17-0771 20 2 9
2023-02-17-0772 40 4 2
2023-02-17-0773 40 4 19
2023-02-17-0774 20 2 19
2023-02-17-0775 40 4 20
2023-02-17-0776 20 2 5
2023-02-17-0777 20 2 1
2023-02-17-0778 20 2 13
2023-02-17-0779 40 4 4
2023-02-17-0780 40 4 15
2023-02-17-0781 40 4 11
2023-02-17-0782 40 4 13
2023-02-17-0783 40 4 18
2023-02-17-0784 40 4 3
2023-02-17-0785 40 4 13
2023-02-17-0786 20 2 17
2023-02-17-0787 20 2 3
2023-02-17-0788 40 4 15
2023-02-17-0789 40 4 22
2023-02-17-0790 40 4 15
2023-02-17-0791 20 2 13
2023-02-17-0792 40 4 20
2023-02-17-0793 20 2 15
2023-02-17-0794 40 4 5
2023-02-17-0795 20 2 10
2023-02-17-0796 20 2 4
2023-02-17-0797 40 4 18
2023-02-17-0798 40 4 22
2023-02-17-0799 40 4 1
2023-02-17-0800 40 4 13
2023-02-17-0801 40 4 13
2023-02-17-0802 40 4 16
2023-02-17-0803 20 2 20
2023-02-17-0804 20 2 12
2023-02-17-0805 40 4 9
2023-02-17-0806 40 4 3
2023-02-17-0807 20 2 15
2023-02-17-0808 40 4 22
2023-02-17-0809 40 4 15
2023-02-17-0810 20 2 10
2023-02-17-0811 20 2 4
2023-02-17-0812 20 2 7
2023-02-17-0813 40 4 13
2023-02-17-0814 20 2 1
2023-02-17-0815 40 4 13
2023-02-17-0816 40 4 0
2023-02-17-0817 40 4 1
2023-02-17-0818 20 2 1
2023-02-17-0819 40 4 0
2023-02-17-0820 20 2 8
2023-02-17-0821 40 4 6
2023-02-17-0822 40 4 7
2023-02-17-0823 20 2 0
2023-02-17-0824 40 4 15
2023-02-17-0825 20 2 13
2023-02-17-0826 40 4 12
2023-02-17-0827 20 2 3
2023-02-17-0828 40 4 7
2023-02-17-0829 40 4 9
2023-02-17-0830 40 4 20
2023-02-17-0831 40 4 3
2023-02-17-0832 40 4 11
2023-02-17-0833 40 4 4
2023-02-17-0834 40 4 20
2023-02-17-0835 40 4 17
2023-02-17-0836 20 2 15
2023-02-17-0837 20 2 13
2023-02-17-0838 40 4 3
2023-02-17-0839 40 4 3
2023-02-17-0840 40 4 6
2023-02-17-0841 20 2 10
2023-02-17-0842 20 2 3
2023-02-17-0843 40 4 3
2023-02-17-0844 40 4 11
2023-02-17-0845 40 4 2
2023-02-17-0846 40 4 20
2023-02-17-0847 40 4 22
2023-02-17-0848 20 2 1
2023-02-17-0849 40 4 22
2023-02-17-0850 40 4 17
2023-02-17-0851 20 2 8
2023-02-17-0852 40 4 13
2023-02-17-0853 20 2 6
2023-02-17-0854 40 4 22
2023-02-17-0855 20 2 14
2023-02-17-0856 40 4 6
2023-02-17-0857 20 2 1
2023-02-17-0858 20 2 14
2023-02-17-0859 40 4 11
2023-02-17-0860 40 4 19
2023-02-17-0861 20 2 17
2023-02-17-0862 40 4 0
2023-02-17-0863 40 4 16
2023-02-17-0864 20 2 2
2023-02-17-0865 20 2 15
2023-02-17-0866 40 4 18
2023-02-17-0867 20 2 5
2023-02-17-0868 20 2 3
2023-02-17-0869 40 4 13
2023-02-17-0870 20 2 2
2023-02-17-0871 40 4 10
2023-02-17-0872 40 4 5
2023-02-17-0873 40 4 9
2023-02-17-0874 40 4 16
2023-02-17-0875 20 2 17
